sentiment,content
0,feeling sick oh well reckon people bus cursed me anyways nighty night all
0,got home im effin sad
0,world of max sadly no david tennant left particularly want job anyway
0,outta shower bad justin spend night haha
1,escapethestars ok reached tweet dreamland good sleep talk later
0,yuki hime played latter part voodoo village part co op lost usual partner
0,marley saddest movie ever never cry movie movie mad cry
0,jasminecjones thinking thing love morning chat totally need live gether full time lol
1,happy juddday everyone
0,finally back stupid holiday missing fit bar men though
0,jboo there today sadness
0,mi corazonsito tiene frio weather suck
0,kmaco probably bed depends aide today
1,best purchase today yard sale large dog crate refrigerator office buy anything old
1,terricook good evening terri missed lately hope life good you wonderful evening
0,mannnn aint music working
1,angryfaggot decaf tea late never coffee id fly around room justin timberlake hosted funny sketch w samberg
0,yaseminx know hahah xd cha doin
1,mmurray hearing song brighten someone s day always make grin
0,pissed someone took wallet
0,advice you dont pressure wash foot hurt worth it really want skin foot fyi ow
1,wish nicky home
1,oh monday also mean new american dad glad watched show funny make monday even better
1,st place competition superior
1,shanellelee oooooo no not glad hear incredible though still bookmarked try sometime
0,think working eye drooping weird drug dont like cant wait tomorrow though
1,really enjoying weekend soooo much hope u
1,aimzsta hehehehe oh love purate english sooo much
1,sarahnd nearly month exciting
1,yeah made drawing today im getting flooded request portrait people
1,watching shark boy lava girl disney channel hanging sarah jane micah amp rachel
1,jason mraz looking electric guitar yay
0,iamnauj can t wish sleeping gotta work le hour wait what re u up
0,rarecandy wanna go car here
0,enjoying nice couple dad brother bad never really see anymore
0,kiwiikink vma s guess so also wanna go london june demi lovato concert one s going
1,http twitpic com uq hotttt weather getting blackk start rain
1,today lost
1,tonight fun
1,say happy mother s day mom http plurk com p stkr
1,watched new t mobile advert youtube love quot hey jude quot
0,sparklethots love birdy nest though already got u another kind
1,well productive since am woohoo busy day lot do
1,hey thanks follow wow exciting new tweet
1,oh emm gee quebec day excited
0,already c office people melt fighting air con fan help can t find budget
0,rossmcw happy birthday let u know get old boy
0,lookin ward work mz n gna b like day weatherwise itl b even worse xo
0,gracious greta good box worth way that
1,excited jam audition
0,tired need another minute
1,happy star war day may th via nige goth
1,mcdonalds car http tinyurl com onoger
1,played bit pool buddy going bed now work tomorrow
1,tizzik thank you hope you
0,bummed retrorewind contest state hawaii
0,wishing could go town weekend
1,hottvampchick excellent never know lmao
0,sad http bit ly bjth love kelly lt
1,realised follower yay xx
0,nickkk suck
1,lollipop great interview video favorite youtube
1,doodleworld thx great day amp gonna long weekend excited yet missin tweeple badly
0,feel super sick
0,tooshie interesting people like never bored tooshers
0,lt i gt waiting natie come online miss
0,marsacademy hug you awwww i m sorry feeling sad e
0,cecamy nto good
0,rockin river me tonight
1,seeing quite proto furries here think it acen
1,themadmodel soooo happy back
0,melissaar know agree with angered me sorry going postal
0,pennynash scared daleks dw exhibition cardiff
1,way st martin vacation week
1,lostintheforest thanks remember sae make stuff
1,jonas awesome watched groovy movie frankie weird lol
1,omgdarleny hahaa awesomee
1,what s good working double jasmin
1,nine o clock sunday morning outside sat around table enjoying early ray sun reading twitter article sunday time
0,heading fair
1,want info ecomonday check http tinyurl com cpve amp follow ecomonday like followfriday green amp monday
0,im mad cuz cant get picture work
0,seagull hate im utterly depressed it miss him
1,olorinlorien know snooker though nicolaherbert ate huge fan
0,finished english final just one step closer end
1,gabilicious hahaha probably sorry got thing around house and go jared s parent house
0,sure real state market moving confused either hold go ahead plan
0,xchristineannx aww sorry boy sick keep finger crossed tail lol stay well youself get better boy
1,youngandfoodish thank saw comment chew aerobics really tickled
0,selenagomez come back canada soon miss you
1,reached bangalore gotta hunt room
0,dredpiraterob poor thing come watch tv house lol
1,baking experiment result delicious sweet rich almost sweet
1,raining missed rain much grateful
0,james buckley good mate sadly couldnt get pissed tonight fucking driving bad time
1,got skyfire http get skyfire com firts impression look good little memory hungry ageing htc tytn
1,heidiheartshugs that s cool well need help regarding that google friend plenty info that
0,wow realized checked twitter since am saw to do list good news got lot done bad news don t know day went
1,start new week ton new photo take edit yay
1,robbywat minute thought said quot maggie extra eye growing quot yep space cadet sorry sweet girl
0,ohhhbeka p wish coming tonight
1,jenniferdodd town next week party get back happy early birthday
1,morning prayer meeting amazing gift prayer completely buzzing morning christ alone hope found
1,afish awwww jim jam good dodging meatball woo
0,sashaminaj lol thing u gotta sometimes man smh lol
1,mileycyrus think fun gotta hide defend enemy fun huh
0,hate sick especially there s one pamper
0,chloecazrhi thankyouu
0,dbdc lol hate happens hyped know it lunch sound nice hope nice time
1,great weekend good mood even mind work morning
0,im tired responsabilities wish kid seems everyone around money anymore
1,mshollywooddiva hahahaha watching too miss ocean
1,best night while
1,sentimentalizzy yeah hope so excited
0,spoke class dreaded ch bio test
0,taking brother airport gym
0,so doing eating cracker yummy unsalted one course salt caviar
0,cold
1,yourboyh thank broooooooo twitter loop today
0,where s enthusiasm meeeee
0,irkengir no result salary decrease
1,cool lil night berrie s eat pizza waitin noelpresident
1,surprisingly good day time sleep hopefully sweet dream await
0,nisher yeah yeah heck anyway sastch year bail lack expense
1,like catep already new follower join midst zombie mayhem
0,sorry delay publishing week show technical difficulty encoding asap may saturday
1,eating dillybar dq yuuum
1,starting internship today pretty excited
0,malcolmmillion nah understand cant cancel wanted come
0,diana music im always blunt feeling never seems good
0,tuaw case one gave head up at amp t put iphone app account management mywireless love see review
1,laninicole yeh yeh would switch cingular friend t mobile free minute yo
1,rush start true franchise online mode dynasty huge madden online league much
0,school going absolutely horrible today peace out
0,rather beatweetup instead taking cue vromans shutting down wirechairs annacarollo reprezent zent
0,xxpat not school wouldnt suck time
1,okay yesterday good went food shopping cooked chicken taco bakes cooky back work
1,miketattoos lol oh man un twit something haha mean lean mean fighting machine sooo can t believe called out
0,rckstar gotta that sad
0,convinced always wanted you signal give off damn think lost another friend
0,miss much heart aching without bub http is gd jai
0,jjooss think wish could give tear blood make feel better
0,lyrically me would me
0,ronenk jewlicious guy nothing free life shidduch money
1,imeldalaura woodchipper amp gonna top weekend nicely
0,lunch break s over going back work
1,lossing power house alone fucckinggg cool party cakss
1,finally way home
0,supernatural http twitpic com k hhaha wanna cry
0,book read movie watch n stuff buy i m bored
0,humbush nothing perfect life darn it
1,said til later enjoy day everyone
0,mikekang super sad bart etc holding up
1,marimcfly morning happy juddday
1,can t wait see set goal leeds lot website work today
1,megfrancesca really best night ever
1,peacefullvegan love pd fucking good wanted try something new i give star meh
1,coebooth got hour ago yet
0,jonathanrknight understands long hour
0,thelastdoctor creepy first really grow like him cried like baby tosh died
1,perezrevenge aww ya showing u mum proud kid let everyone know
0,melissapan awe yeah fun revising others get distracted easier gt lt yeah tired revising history
0,sitting work watching clock moving fast enough
1,we d man way yes time wake real lol
1,happy mother s day wonderful woman there great relaxful day
0,realaudreykitch seriously kill bath now shower cubicle miss bubble bath
0,got finished watching marley me cried like fucking baby i m missing beast like crazy
1,know quot extra hand quot comment would cause trouble upload house music beyond vol
0,okibi ah found weird screen name name war jazz
0,good day house
0,kiso omg feel bad wa good
1,sooo readyyy summerr babyyyy
1,wish could choose band played trash june th hmmm
1,time great yakuza horror theatre wish luck
0,last day maui
1,watch jay leno tonite last day tonight show host
1,thanks ksatnews doublepunching update tonight vote
